"KRAJ","ORP","STRANA","ZKRATKA","BLOK","HLASYABS","HLASYOBEC","HLASYPROC"
"Ústecký","Ústí nad Labem","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",109,26876,0.41
"Pardubický","Ústí nad Orlicí","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",15,7081,0.21
"Zlínský","Valašské Klobouky","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",20,5920,0.34
"Zlínský","Valašské Meziříčí","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",70,10761,0.65
"Ústecký","Varnsdorf","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",23,4215,0.55
"Vysočina","Velké Meziříčí","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",27,10139,0.27
"Jihomoravský","Veselí nad Moravou","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",19,10005,0.19
"Jihočeský","Vimperk","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",14,4368,0.32
"Moravskoslezský","Vítkov","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",17,3392,0.5
"Zlínský","Vizovice","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",20,4598,0.43
"Středočeský","Vlašim","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",21,7147,0.29
"Jihočeský","Vodňany","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",10,3279,0.3
"Středočeský","Votice","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",24,3174,0.76
"Královéhradecký","Vrchlabí","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",52,6473,0.8
"Zlínský","Vsetín","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",78,16315,0.48
"Pardubický","Vysoké Mýto","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",44,8868,0.5
"Jihomoravský","Vyškov","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",45,14083,0.32
"Olomoucký","Zábřeh","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",25,9020,0.28
"Zlínský","Zlín","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",127,29612,0.43
"Jihomoravský","Znojmo","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",74,24160,0.31
"Pardubický","Žamberk","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",41,8999,0.46
"Ústecký","Žatec","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",28,6267,0.45
"Vysočina","Žďár nad Sázavou","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",29,11552,0.25
"Liberecký","Železný Brod","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",10,3426,0.29
"Jihomoravský","Židlochovice","Demokratická strana zelených - ZA PRÁVA ZVÍŘAT","DSZ-ZA PR.ZVÍŘ.","",19,9874,0.19
"Středočeský","Benešov","JISTOTA A BUDOUCNOST","JAB","",50,16452,0.3
"Středočeský","Beroun","JISTOTA A BUDOUCNOST","JAB","",256,16332,1.57
"Středočeský","Brandýs nad Labem-Stará Boleslav","JISTOTA A BUDOUCNOST","JAB","",95,28083,0.34
"Středočeský","Čáslav","JISTOTA A BUDOUCNOST","JAB","",22,6759,0.33
"Středočeský","Černošice","JISTOTA A BUDOUCNOST","JAB","",147,39906,0.37
"Středočeský","Český Brod","JISTOTA A BUDOUCNOST","JAB","",27,4761,0.57
"Středočeský","Dobříš","JISTOTA A BUDOUCNOST","JAB","",21,6323,0.33
"Středočeský","Hořovice","JISTOTA A BUDOUCNOST","JAB","",163,7715,2.11
"Středočeský","Kladno","JISTOTA A BUDOUCNOST","JAB","",227,28190,0.81
"Středočeský","Kolín","JISTOTA A BUDOUCNOST","JAB","",128,20750,0.62
"Středočeský","Kralupy nad Vltavou","JISTOTA A BUDOUCNOST","JAB","",36,7494,0.48
"Středočeský","Kutná Hora","JISTOTA A BUDOUCNOST","JAB","",62,12894,0.48
"Středočeský","Lysá nad Labem","JISTOTA A BUDOUCNOST","JAB","",45,6277,0.72
"Středočeský","Mělník","JISTOTA A BUDOUCNOST","JAB","",131,10216,1.28
"Středočeský","Mladá Boleslav","JISTOTA A BUDOUCNOST","JAB","",118,25851,0.46
"Středočeský","Mnichovo Hradiště","JISTOTA A BUDOUCNOST","JAB","",16,5026,0.32
"Středočeský","Neratovice","JISTOTA A BUDOUCNOST","JAB","",36,6893,0.52
"Středočeský","Nymburk","JISTOTA A BUDOUCNOST","JAB","",370,10727,3.45
"Středočeský","Poděbrady","JISTOTA A BUDOUCNOST","JAB","",184,8743,2.1
"Středočeský","Příbram","JISTOTA A BUDOUCNOST","JAB","",71,18529,0.38
"Středočeský","Rakovník","JISTOTA A BUDOUCNOST","JAB","",192,13673,1.4
"Středočeský","Říčany","JISTOTA A BUDOUCNOST","JAB","",73,20197,0.36
"Středočeský","Sedlčany","JISTOTA A BUDOUCNOST","JAB","",28,5722,0.49
"Středočeský","Slaný","JISTOTA A BUDOUCNOST","JAB","",55,9659,0.57
"Středočeský","Vlašim","JISTOTA A BUDOUCNOST","JAB","",19,7147,0.27
"Středočeský","Votice","JISTOTA A BUDOUCNOST","JAB","",14,3174,0.44
"Královéhradecký","Broumov","Jasný Signál Nezávislých","JaSaN","",11,3697,0.3
"Královéhradecký","Dobruška","Jasný Signál Nezávislých","JaSaN","",14,5861,0.24
"Královéhradecký","Dvůr Králové nad Labem","Jasný Signál Nezávislých","JaSaN","",10,6537,0.15
"Královéhradecký","Hořice","Jasný Signál Nezávislých","JaSaN","",17,5089,0.33
"Královéhradecký","Hradec Králové","Jasný Signál Nezávislých","JaSaN","",75,40522,0.19
"Královéhradecký","Jaroměř","Jasný Signál Nezávislých","JaSaN","",11,4990,0.22
"Královéhradecký","Jičín","Jasný Signál Nezávislých","JaSaN","",85,12934,0.66
"Královéhradecký","Kostelec nad Orlicí","Jasný Signál Nezávislých","JaSaN","",22,6264,0.35
"Královéhradecký","Náchod","Jasný Signál Nezávislých","JaSaN","",37,17212,0.21
"Královéhradecký","Nová Paka","Jasný Signál Nezávislých","JaSaN","",16,3781,0.42
"Královéhradecký","Nové Město nad Metují","Jasný Signál Nezávislých","JaSaN","",14,4399,0.32
"Královéhradecký","Nový Bydžov","Jasný Signál Nezávislých","JaSaN","",8,4609,0.17
"Královéhradecký","Rychnov nad Kněžnou","Jasný Signál Nezávislých","JaSaN","",33,8775,0.38
"Královéhradecký","Trutnov","Jasný Signál Nezávislých","JaSaN","",31,15277,0.2
"Královéhradecký","Vrchlabí","Jasný Signál Nezávislých","JaSaN","",11,6473,0.17
"Jihočeský","Blatná","JIHOČEŠI 2012","JIH 12","",73,3774,1.93
"Jihočeský","České Budějovice","JIHOČEŠI 2012","JIH 12","",1401,50390,2.78
"Jihočeský","Český Krumlov","JIHOČEŠI 2012","JIH 12","",288,10721,2.69
"Jihočeský","Dačice","JIHOČEŠI 2012","JIH 12","",72,5474,1.32
"Jihočeský","Jindřichův Hradec","JIHOČEŠI 2012","JIH 12","",255,13241,1.93
"Jihočeský","Kaplice","JIHOČEŠI 2012","JIH 12","",107,4795,2.23
"Jihočeský","Milevsko","JIHOČEŠI 2012","JIH 12","",466,5389,8.65
"Jihočeský","Písek","JIHOČEŠI 2012","JIH 12","",568,14460,3.93
"Jihočeský","Prachatice","JIHOČEŠI 2012","JIH 12","",232,9004,2.58
"Jihočeský","Soběslav","JIHOČEŠI 2012","JIH 12","",448,6781,6.61
"Jihočeský","Strakonice","JIHOČEŠI 2012","JIH 12","",557,12114,4.6
"Jihočeský","Tábor","JIHOČEŠI 2012","JIH 12","",1057,23228,4.55
"Jihočeský","Trhové Sviny","JIHOČEŠI 2012","JIH 12","",124,5939,2.09
"Jihočeský","Třeboň","JIHOČEŠI 2012","JIH 12","",173,6902,2.51
"Jihočeský","Týn nad Vltavou","JIHOČEŠI 2012","JIH 12","",72,4048,1.78
"Jihočeský","Vimperk","JIHOČEŠI 2012","JIH 12","",106,4368,2.43
"Jihočeský","Vodňany","JIHOČEŠI 2012","JIH 12","",72,3279,2.2
"Pardubický","Česká Třebová","Koalice pro Pardubický kraj","Koalice pro PaK","",548,4933,11.11
"Pardubický","Hlinsko","Koalice pro Pardubický kraj","Koalice pro PaK","",1033,6387,16.17
"Pardubický","Holice","Koalice pro Pardubický kraj","Koalice pro PaK","",565,4632,12.2
"Pardubický","Chrudim","Koalice pro Pardubický kraj","Koalice pro PaK","",2736,22307,12.27
"Pardubický","Králíky","Koalice pro Pardubický kraj","Koalice pro PaK","",134,2068,6.48
"Pardubický","Lanškroun","Koalice pro Pardubický kraj","Koalice pro PaK","",563,5834,9.65
"Pardubický","Litomyšl","Koalice pro Pardubický kraj","Koalice pro PaK","",1966,8056,24.4
"Pardubický","Moravská Třebová","Koalice pro Pardubický kraj","Koalice pro PaK","",527,6258,8.42
"Pardubický","Pardubice","Koalice pro Pardubický kraj","Koalice pro PaK","",2812,32777,8.58
"Pardubický","Polička","Koalice pro Pardubický kraj","Koalice pro PaK","",856,5333,16.05
"Pardubický","Přelouč","Koalice pro Pardubický kraj","Koalice pro PaK","",679,6777,10.02
"Pardubický","Svitavy","Koalice pro Pardubický kraj","Koalice pro PaK","",842,7113,11.84
"Pardubický","Ústí nad Orlicí","Koalice pro Pardubický kraj","Koalice pro PaK","",1037,7081,14.64
"Pardubický","Vysoké Mýto","Koalice pro Pardubický kraj","Koalice pro PaK","",1192,8868,13.44
"Pardubický","Žamberk","Koalice pro Pardubický kraj","Koalice pro PaK","",1190,8999,13.22
"Středočeský","Benešov","Liberální aliance nezávislých občanů","LANO","",10,16452,0.06
"Středočeský","Beroun","Liberální aliance nezávislých občanů","LANO","",16,16332,0.1
"Středočeský","Brandýs nad Labem-Stará Boleslav","Liberální aliance nezávislých občanů","LANO","",23,28083,0.08
"Středočeský","Čáslav","Liberální aliance nezávislých občanů","LANO","",1,6759,0.01
"Středočeský","Černošice","Liberální aliance nezávislých občanů","LANO","",20,39906,0.05
"Středočeský","Český Brod","Liberální aliance nezávislých občanů","LANO","",1,4761,0.02
"Středočeský","Dobříš","Liberální aliance nezávislých občanů","LANO","",5,6323,0.08
"Středočeský","Hořovice","Liberální aliance nezávislých občanů","LANO","",4,7715,0.05
"Středočeský","Kladno","Liberální aliance nezávislých občanů","LANO","",13,28190,0.05
"Středočeský","Kolín","Liberální aliance nezávislých občanů","LANO","",8,20750,0.04
"Středočeský","Kralupy nad Vltavou","Liberální aliance nezávislých občanů","LANO","",2,7494,0.03
"Středočeský","Kutná Hora","Liberální aliance nezávislých občanů","LANO","",6,12894,0.05
"Středočeský","Lysá nad Labem","Liberální aliance nezávislých občanů","LANO","",1,6277,0.02
"Středočeský","Mělník","Liberální aliance nezávislých občanů","LANO","",9,10216,0.09
"Středočeský","Mladá Boleslav","Liberální aliance nezávislých občanů","LANO","",17,25851,0.07
"Středočeský","Mnichovo Hradiště","Liberální aliance nezávislých občanů","LANO","",1,5026,0.02
"Středočeský","Neratovice","Liberální aliance nezávislých občanů","LANO","",9,6893,0.13
"Středočeský","Nymburk","Liberální aliance nezávislých občanů","LANO","",2,10727,0.02
"Středočeský","Poděbrady","Liberální aliance nezávislých občanů","LANO","",4,8743,0.05
"Středočeský","Příbram","Liberální aliance nezávislých občanů","LANO","",24,18529,0.13
"Středočeský","Rakovník","Liberální aliance nezávislých občanů","LANO","",8,13673,0.06
"Středočeský","Říčany","Liberální aliance nezávislých občanů","LANO","",13,20197,0.06
"Středočeský","Sedlčany","Liberální aliance nezávislých občanů","LANO","",2,5722,0.03
"Středočeský","Slaný","Liberální aliance nezávislých občanů","LANO","",14,9659,0.14
"Středočeský","Vlašim","Liberální aliance nezávislých občanů","LANO","",8,7147,0.11
"Středočeský","Votice","Liberální aliance nezávislých občanů","LANO","",3,3174,0.09
"Ústecký","Bílina","LEPŠÍ SEVER","LS","",135,3604,3.75
"Ústecký","Děčín","LEPŠÍ SEVER","LS","",315,18150,1.74
"Ústecký","Chomutov","LEPŠÍ SEVER","LS","",1580,15030,10.51
"Ústecký","Kadaň","LEPŠÍ SEVER","LS","",205,7861,2.61
"Ústecký","Litoměřice","LEPŠÍ SEVER","LS","",545,14526,3.75
"Ústecký","Litvínov","LEPŠÍ SEVER","LS","",774,7702,10.05
"Ústecký","Louny","LEPŠÍ SEVER","LS","",418,10474,3.99
"Ústecký","Lovosice","LEPŠÍ SEVER","LS","",188,6873,2.74
"Ústecký","Most","LEPŠÍ SEVER","LS","",3335,13966,23.88
"Ústecký","Podbořany","LEPŠÍ SEVER","LS","",81,3726,2.17
"Ústecký","Roudnice nad Labem","LEPŠÍ SEVER","LS","",196,8195,2.39
"Ústecký","Rumburk","LEPŠÍ SEVER","LS","",43,6887,0.62
"Ústecký","Teplice","LEPŠÍ SEVER","LS","",598,22582,2.65
"Ústecký","Ústí nad Labem","LEPŠÍ SEVER","LS","",2763,26876,10.28
"Ústecký","Varnsdorf","LEPŠÍ SEVER","LS","",45,4215,1.07
"Ústecký","Žatec","LEPŠÍ SEVER","LS","",512,6267,8.17
"Středočeský","Benešov","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",75,16452,0.46
"Středočeský","Beroun","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",42,16332,0.26
"Plzeňský","Blovice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",18,3514,0.51
"Středočeský","Brandýs nad Labem-Stará Boleslav","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",86,28083,0.31
"Středočeský","Čáslav","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",29,6759,0.43
"Středočeský","Černošice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",125,39906,0.31
"Středočeský","Český Brod","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",14,4761,0.29
"Středočeský","Dobříš","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",18,6323,0.28
"Plzeňský","Domažlice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",57,9747,0.58
"Plzeňský","Horažďovice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",12,3124,0.38
"Plzeňský","Horšovský Týn","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",20,3348,0.6
"Středočeský","Hořovice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",31,7715,0.4
"Středočeský","Kladno","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",94,28190,0.33
"Plzeňský","Klatovy","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",58,12494,0.46
"Středočeský","Kolín","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",74,20750,0.36
"Plzeňský","Kralovice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",26,6254,0.42
"Středočeský","Kralupy nad Vltavou","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",21,7494,0.28
"Středočeský","Kutná Hora","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",43,12894,0.33
"Středočeský","Lysá nad Labem","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",14,6277,0.22
"Středočeský","Mělník","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",30,10216,0.29
"Středočeský","Mladá Boleslav","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",78,25851,0.3
"Středočeský","Mnichovo Hradiště","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",24,5026,0.48
"Plzeňský","Nepomuk","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",18,3149,0.57
"Středočeský","Neratovice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",26,6893,0.38
"Středočeský","Nymburk","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",44,10727,0.41
"Plzeňský","Nýřany","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",66,13987,0.47
"Plzeňský","Plzeň","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",119,46603,0.26
"Středočeský","Poděbrady","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",40,8743,0.46
"Plzeňský","Přeštice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",40,6063,0.66
"Středočeský","Příbram","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",72,18529,0.39
"Středočeský","Rakovník","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",66,13673,0.48
"Plzeňský","Rokycany","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",61,12664,0.48
"Středočeský","Říčany","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",45,20197,0.22
"Středočeský","Sedlčany","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",16,5722,0.28
"Středočeský","Slaný","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",43,9659,0.45
"Plzeňský","Stod","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",25,5288,0.47
"Plzeňský","Stříbro","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",21,3881,0.54
"Plzeňský","Sušice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",24,6204,0.39
"Plzeňský","Tachov","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",76,7375,1.03
"Středočeský","Vlašim","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",20,7147,0.28
"Středočeský","Votice","LEPŠÍ ŽIVOT PRO LIDI-min.mzda 70.000 Kč,min.důchod 50.000 Kč,ceny energií 2019,v obchodech zboží nej. kvality,STOP válce","LŽPL","",9,3174,0.28
"Vysočina","Bystřice nad Pernštejnem","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",17,5396,0.32
"Vysočina","Havlíčkův Brod","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",41,14196,0.29
"Vysočina","Humpolec","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",8,5011,0.16
"Vysočina","Chotěboř","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",16,6388,0.25
"Vysočina","Jihlava","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",126,28667,0.44
"Vysočina","Moravské Budějovice","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",59,6498,0.91
"Vysočina","Náměšť nad Oslavou","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",20,3649,0.55
"Vysočina","Nové Město na Moravě","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",22,5694,0.39
"Vysočina","Pacov","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",8,2895,0.28
"Vysočina","Pelhřimov","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",31,13237,0.23
"Vysočina","Světlá nad Sázavou","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",13,5435,0.24
"Vysočina","Telč","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",27,4011,0.67
"Vysočina","Třebíč","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",164,20732,0.79
"Vysočina","Velké Meziříčí","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",58,10139,0.57
"Vysočina","Žďár nad Sázavou","MÁ VLAST ČECHY MORAVA SLEZSKO","MÁ VLAST ČMS","",38,11552,0.33
"Středočeský","Benešov","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",128,16452,0.78
"Středočeský","Beroun","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",84,16332,0.51
"Středočeský","Brandýs nad Labem-Stará Boleslav","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",153,28083,0.54
"Středočeský","Čáslav","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",51,6759,0.75
"Středočeský","Černošice","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",236,39906,0.59
"Středočeský","Český Brod","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",31,4761,0.65
"Středočeský","Dobříš","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",45,6323,0.71
"Středočeský","Hořovice","ANO LEPŠÍ ČESKO S MIMOZEMŠŤANY A OBČANY MOTORISTY - (dostupnější bydlení, jízdné zdarma školákům a studentům, …)","mimozemstani.eu","",61,7715,0.79
