vol_24,ob_24,odob_24,plhl_24,vol_20,ob_20,odob_20,plhl_20,nazev,okres,kraj
501,181,181,179,479,190,190,182,Tatce,Kolín,Středočeský kraj
360,123,123,122,360,132,132,129,Žehuň,Kolín,Středočeský kraj
196,52,52,51,208,62,62,62,Drahobudice,Kolín,Středočeský kraj
95,36,36,36,83,37,37,37,Masojedy,Kolín,Středočeský kraj
392,127,127,127,355,161,161,156,Hradešín,Kolín,Středočeský kraj
229,80,80,79,216,84,84,82,Vrátkov,Kolín,Středočeský kraj
298,106,106,106,294,113,113,112,Němčice,Kolín,Středočeský kraj
99,53,53,52,106,51,51,51,Klášterní Skalice,Kolín,Středočeský kraj
175,66,66,65,181,66,66,66,Kšely,Kolín,Středočeský kraj
116,37,37,36,109,55,55,53,Černíky,Kolín,Středočeský kraj
76,44,44,43,66,34,34,33,Grunta,Kolín,Středočeský kraj
132,31,31,29,133,31,31,31,Církvice,Kolín,Středočeský kraj
92,55,55,54,87,42,42,41,Krychnov,Kolín,Středočeský kraj
254,93,93,90,255,111,111,110,Rohozec,Kutná Hora,Středočeský kraj
176,66,66,66,175,63,63,63,Podveky,Kutná Hora,Středočeský kraj
32,24,24,24,31,20,20,20,Čejkovice,Kutná Hora,Středočeský kraj
100,51,51,51,94,54,54,54,Dobrovítov,Kutná Hora,Středočeský kraj
92,39,39,37,104,38,38,38,Brambory,Kutná Hora,Středočeský kraj
208,81,81,81,209,97,97,97,Semtěš,Kutná Hora,Středočeský kraj
142,63,63,59,127,57,57,56,Starkoč,Kutná Hora,Středočeský kraj
114,46,46,46,119,34,34,32,Štipoklasy,Kutná Hora,Středočeský kraj
140,63,63,63,122,69,69,68,Opatovice I,Kutná Hora,Středočeský kraj
23,20,20,20,24,17,17,17,Bludov,Kutná Hora,Středočeský kraj
92,39,39,35,100,38,38,37,Třebětín,Kutná Hora,Středočeský kraj
231,67,67,66,214,70,69,69,Třebešice,Kutná Hora,Středočeský kraj
316,108,108,108,328,127,127,121,Močovice,Kutná Hora,Středočeský kraj
59,26,26,26,71,33,33,32,Vodranty,Kutná Hora,Středočeský kraj
118,47,47,46,116,52,52,51,Souňov,Kutná Hora,Středočeský kraj
141,47,47,44,154,42,42,42,Bernardov,Kutná Hora,Středočeský kraj
483,139,139,137,465,191,191,190,Hlízov,Kutná Hora,Středočeský kraj
96,32,32,32,81,29,29,29,Dolní Pohleď,Kutná Hora,Středočeský kraj
163,62,62,62,167,75,75,75,Paběnice,Kutná Hora,Středočeský kraj
330,111,111,111,326,135,135,133,Bratčice,Kutná Hora,Středočeský kraj
321,112,112,112,333,125,125,123,Drobovice,Kutná Hora,Středočeský kraj
293,95,95,95,299,111,111,111,Horky,Kutná Hora,Středočeský kraj
111,55,55,55,115,49,49,49,Adamov,Kutná Hora,Středočeský kraj
75,34,34,34,74,31,31,31,Schořov,Kutná Hora,Středočeský kraj
75,34,34,34,68,44,44,44,Sudějov,Kutná Hora,Středočeský kraj
163,67,67,67,160,63,62,62,Kobylnice,Kutná Hora,Středočeský kraj
93,47,47,47,92,44,44,44,Hraběšín,Kutná Hora,Středočeský kraj
67,41,41,41,72,33,33,33,Šebestěnice,Kutná Hora,Středočeský kraj
331,121,121,121,316,103,103,101,Horka I,Kutná Hora,Středočeský kraj
140,45,45,45,148,46,46,45,Horušice,Kutná Hora,Středočeský kraj
15431,4942,4942,4885,16006,6228,6227,6166,Kutná Hora,Kutná Hora,Středočeský kraj
482,133,133,132,487,188,188,188,Bílé Podolí,Kutná Hora,Středočeský kraj
348,120,120,119,335,111,111,109,Bohdaneč,Kutná Hora,Středočeský kraj
1021,355,355,352,1032,466,466,461,Církvice,Kutná Hora,Středočeský kraj
7737,2625,2624,2596,7948,2950,2949,2913,Čáslav,Kutná Hora,Středočeský kraj
340,122,122,121,324,119,119,117,Černíny,Kutná Hora,Středočeský kraj
550,169,169,168,549,176,176,175,Červené Janovice,Kutná Hora,Středočeský kraj
368,115,115,112,358,125,125,124,Čestín,Kutná Hora,Středočeský kraj
344,127,127,127,333,112,112,110,Horka II,Kutná Hora,Středočeský kraj
206,75,75,75,210,83,83,81,Hostovlice,Kutná Hora,Středočeský kraj
216,77,77,77,217,87,87,87,Chabeřice,Kutná Hora,Středočeský kraj
624,212,212,209,615,193,193,187,Chlístovice,Kutná Hora,Středočeský kraj
605,204,204,202,587,232,232,228,Chotusice,Kutná Hora,Středočeský kraj
597,198,198,194,620,247,247,246,Kácov,Kutná Hora,Středočeský kraj
419,169,169,168,393,146,146,146,Kluky,Kutná Hora,Středočeský kraj
323,115,115,115,332,115,115,114,Krchleby,Kutná Hora,Středočeský kraj
549,166,166,165,540,191,191,185,Křesetice,Kutná Hora,Středočeský kraj
156,77,77,77,154,73,73,72,Ledečko,Kutná Hora,Středočeský kraj
822,275,275,272,817,346,346,343,Malešov,Kutná Hora,Středočeský kraj
726,237,237,234,692,281,281,278,Svatý Mikuláš,Kutná Hora,Středočeský kraj
884,341,341,339,842,401,401,394,Miskovice,Kutná Hora,Středočeský kraj
178,68,68,68,171,63,63,61,Nepoměřice,Kutná Hora,Středočeský kraj
700,198,198,196,700,236,236,232,Nové Dvory,Kutná Hora,Středočeský kraj
167,39,39,39,151,54,54,54,Okřesaneč,Kutná Hora,Středočeský kraj
263,84,84,83,234,80,80,77,Onomyšl,Kutná Hora,Středočeský kraj
148,53,53,53,148,60,60,58,Soběšín,Kutná Hora,Středočeský kraj
137,60,60,60,135,65,65,64,Pertoltice,Kutná Hora,Středočeský kraj
254,106,106,106,244,96,96,95,Petrovice I,Kutná Hora,Středočeský kraj
125,46,46,45,113,55,55,54,Petrovice II,Kutná Hora,Středočeský kraj
510,190,190,189,512,194,194,194,Potěhy,Kutná Hora,Středočeský kraj
352,98,98,97,314,81,81,79,Rašovice,Kutná Hora,Středočeský kraj
447,159,159,158,445,165,165,163,Rataje nad Sázavou,Kutná Hora,Středočeský kraj
201,72,72,71,196,69,69,69,Řendějov,Kutná Hora,Středočeský kraj
168,65,65,65,146,60,60,60,Samopše,Kutná Hora,Středočeský kraj
122,41,41,41,128,34,34,34,Slavošov,Kutná Hora,Středočeský kraj
195,81,81,81,212,110,110,110,Staňkovice,Kutná Hora,Středočeský kraj
902,319,318,317,937,384,384,378,Suchdol,Kutná Hora,Středočeský kraj
532,169,169,167,525,172,172,171,Tupadly,Kutná Hora,Středočeský kraj
2451,752,752,746,2487,881,881,873,Uhlířské Janovice,Kutná Hora,Středočeský kraj
429,164,164,164,399,179,179,179,Úmonín,Kutná Hora,Středočeský kraj
578,191,191,189,531,209,209,206,Úžice,Kutná Hora,Středočeský kraj
439,157,157,155,428,125,125,122,Vavřinec,Kutná Hora,Středočeský kraj
222,76,76,75,202,90,90,89,Vidice,Kutná Hora,Středočeský kraj
215,64,64,64,201,72,72,70,Vinaře,Kutná Hora,Středočeský kraj
203,70,70,70,201,57,57,57,Vlačice,Kutná Hora,Středočeský kraj
379,127,127,127,390,114,114,112,Vlastějovice,Kutná Hora,Středočeský kraj
499,191,191,188,520,205,205,204,Vlkaneč,Kutná Hora,Středočeský kraj
2383,686,686,682,2402,742,742,739,Vrdy,Kutná Hora,Středočeský kraj
674,269,269,267,670,292,292,288,Záboří nad Labem,Kutná Hora,Středočeský kraj
399,112,112,111,373,108,108,107,Zbizuby,Kutná Hora,Středočeský kraj
1143,380,380,372,1155,364,364,360,Zbraslavice,Kutná Hora,Středočeský kraj
514,197,197,197,519,198,198,197,Zbýšov,Kutná Hora,Středočeský kraj
3668,1186,1186,1172,3823,1272,1272,1256,Zruč nad Sázavou,Kutná Hora,Středočeský kraj
322,107,107,106,287,101,101,101,Žáky,Kutná Hora,Středočeský kraj
662,191,191,188,632,255,255,251,Žehušice,Kutná Hora,Středočeský kraj
1071,292,292,288,1085,320,320,319,Žleby,Kutná Hora,Středočeský kraj
49,18,18,18,43,22,22,22,Košice,Kutná Hora,Středočeský kraj
115,45,45,44,119,39,39,38,Třebonín,Kutná Hora,Středočeský kraj
122,38,38,38,118,39,39,39,Medonosy,Mělník,Středočeský kraj
113,22,22,22,115,27,27,27,Tupadly,Mělník,Středočeský kraj
248,102,102,100,242,114,114,113,Hostín,Mělník,Středočeský kraj
398,116,116,114,391,120,120,119,Liblice,Mělník,Středočeský kraj
419,120,120,119,388,180,180,179,Zlončice,Mělník,Středočeský kraj
608,185,185,183,594,216,216,216,Tuhaň,Mělník,Středočeský kraj
148,47,47,47,145,63,63,62,Dobřeň,Mělník,Středočeský kraj
79,26,26,26,74,25,25,25,Kanina,Mělník,Středočeský kraj
123,46,46,46,113,49,49,48,Lobeč,Mělník,Středočeský kraj
155,73,73,73,164,81,81,81,Nosálov,Mělník,Středočeský kraj
166,60,60,58,169,44,44,43,Stránka,Mělník,Středočeský kraj
113,58,58,58,114,57,57,55,Kadlín,Mělník,Středočeský kraj
244,93,93,93,226,98,98,98,Nedomice,Mělník,Středočeský kraj
208,74,74,73,189,81,81,80,Jeviněves,Mělník,Středočeský kraj
273,122,122,121,249,105,105,104,Lhotka,Mělník,Středočeský kraj
260,76,76,76,267,90,90,90,Hostín u Vojkovic,Mělník,Středočeský kraj
116,37,37,36,110,46,46,46,Vidim,Mělník,Středočeský kraj
80,35,35,35,72,28,28,28,Dolní Zimoř,Mělník,Středočeský kraj
438,135,135,134,442,203,203,203,Olovnice,Mělník,Středočeský kraj
15022,4451,4451,4399,15251,5592,5590,5530,Mělník,Mělník,Středočeský kraj
393,108,108,108,366,139,139,139,Býkev,Mělník,Středočeský kraj
1041,299,299,291,1056,384,384,376,Byšice,Mělník,Středočeský kraj
952,275,275,271,961,305,304,299,Cítov,Mělník,Středočeský kraj
529,135,135,133,537,183,183,183,Čečelice,Mělník,Středočeský kraj
1199,357,357,356,1199,367,364,359,Dolní Beřkovice,Mělník,Středočeský kraj
366,98,98,98,378,111,111,111,Dřínov,Mělník,Středočeský kraj
962,268,268,263,962,296,296,295,Horní Počaply,Mělník,Středočeský kraj
698,204,204,200,668,233,233,229,Hořín,Mělník,Středočeský kraj
364,87,87,86,377,125,125,123,Chlumín,Mělník,Středočeský kraj
432,140,140,139,437,153,153,149,Chorušice,Mělník,Středočeský kraj
419,122,122,120,425,163,163,161,Chvatěruby,Mělník,Středočeský kraj
1285,368,368,361,1151,393,392,386,Kly,Mělník,Středočeský kraj
309,107,107,106,302,108,108,107,Kokořín,Mělník,Středočeský kraj
3231,903,903,893,3119,1097,1097,1085,Kostelec nad Labem,Mělník,Středočeský kraj
13625,4096,4095,4061,14003,5130,5127,5059,Kralupy nad Vltavou,Mělník,Středočeský kraj
535,144,144,141,522,164,164,161,Ledčice,Mělník,Středočeský kraj
827,196,196,196,825,244,244,237,Liběchov,Mělník,Středočeský kraj
1089,237,237,235,1134,290,290,287,Lužec nad Vltavou,Mělník,Středočeský kraj
867,273,273,270,832,320,320,316,Malý Újezd,Mělník,Středočeský kraj
775,189,189,189,768,243,243,238,Mělnické Vtelno,Mělník,Středočeský kraj
1155,352,351,351,1173,382,381,377,Mšeno,Mělník,Středočeský kraj
332,81,81,79,343,92,92,92,Nebužely,Mělník,Středočeský kraj
1576,496,496,492,1517,638,638,635,Nelahozeves,Mělník,Středočeský kraj
12363,3310,3310,3284,12644,4030,4030,3992,Neratovice,Mělník,Středočeský kraj
786,289,289,289,809,327,327,325,Nová Ves,Mělník,Středočeský kraj
1165,366,366,364,1117,438,438,436,Obříství,Mělník,Středočeský kraj
395,120,120,118,394,169,169,169,Ovčáry,Mělník,Středočeský kraj
519,190,190,187,511,199,199,196,Řepín,Mělník,Středočeský kraj
410,105,105,105,399,131,131,128,Spomyšl,Mělník,Středočeský kraj
381,139,139,138,374,142,142,140,Střemy,Mělník,Středočeský kraj
1884,547,547,532,1807,671,671,666,Tišice,Mělník,Středočeský kraj
732,237,236,235,678,250,248,245,Úžice,Mělník,Středočeský kraj
862,261,261,259,842,339,339,337,Velký Borek,Mělník,Středočeský kraj
1715,620,617,610,1696,728,728,727,Veltrusy,Mělník,Středočeský kraj
588,182,182,182,573,206,205,204,Vojkovice,Mělník,Středočeský kraj
699,237,237,236,698,251,251,251,Vraňany,Mělník,Středočeský kraj
294,93,93,93,290,118,118,112,Všestudy,Mělník,Středočeský kraj
1814,489,489,482,1759,590,590,587,Všetaty,Mělník,Středočeský kraj
722,204,204,203,705,228,228,226,Vysoká,Mělník,Středočeský kraj
316,81,81,79,297,99,99,98,Zálezlice,Mělník,Středočeský kraj
383,121,121,121,370,140,140,137,Zlosyň,Mělník,Středočeský kraj
412,112,112,111,407,127,127,122,Želízy,Mělník,Středočeský kraj
735,229,229,228,622,267,266,262,Kojetice,Mělník,Středočeský kraj
1084,296,296,295,932,373,373,370,Postřižín,Mělník,Středočeský kraj
713,279,279,277,710,332,332,331,Dolany nad Vltavou,Mělník,Středočeský kraj
1797,556,556,547,1757,668,668,661,Libiš,Mělník,Středočeský kraj
352,106,106,106,351,127,127,126,Kozomín,Mělník,Středočeský kraj
533,188,188,187,506,226,226,225,Čakovičky,Mělník,Středočeský kraj
111,45,45,45,114,52,52,52,Újezdec,Mělník,Středočeský kraj
199,65,65,65,189,79,79,79,Sedlec,Mladá Boleslav,Středočeský kraj
255,89,89,87,229,106,106,106,Rokytá,Mladá Boleslav,Středočeský kraj
302,68,68,66,321,103,103,101,Josefův Důl,Mladá Boleslav,Středočeský kraj
24670,7424,7402,7283,29849,11337,11328,11195,Mladá Boleslav,Mladá Boleslav,Středočeský kraj
3844,1418,1417,1390,3873,1570,1570,1551,Bakov nad Jizerou,Mladá Boleslav,Středočeský kraj
3704,1089,1087,1058,3733,1251,1249,1239,Bělá pod Bezdězem,Mladá Boleslav,Středočeský kraj
4237,1442,1441,1409,5483,2129,2128,2103,Benátky nad Jizerou,Mladá Boleslav,Středočeský kraj
0,0,0,0,682,278,278,277,Bezno,Mladá Boleslav,Středočeský kraj
314,127,126,126,293,113,113,112,Bítouchov,Mladá Boleslav,Středočeský kraj
205,72,72,70,220,76,76,75,Boreč,Mladá Boleslav,Středočeský kraj
412,162,162,161,384,163,163,161,Boseň,Mladá Boleslav,Středočeský kraj
831,229,228,220,820,266,266,256,Brodce,Mladá Boleslav,Středočeský kraj
351,136,136,128,328,162,162,161,Březina,Mladá Boleslav,Středočeský kraj
785,265,265,262,753,338,338,337,Březno,Mladá Boleslav,Středočeský kraj
551,167,167,166,543,197,197,194,Bukovno,Mladá Boleslav,Středočeský kraj
688,163,163,161,698,186,186,183,Čachovice,Mladá Boleslav,Středočeský kraj
666,184,184,182,625,224,224,224,Čistá,Mladá Boleslav,Středočeský kraj
341,135,135,130,329,162,162,162,Dlouhá Lhota,Mladá Boleslav,Středočeský kraj
2485,906,903,889,2645,1152,1152,1146,Dobrovice,Mladá Boleslav,Středočeský kraj
1065,268,268,267,2093,827,827,812,Dolní Bousov,Mladá Boleslav,Středočeský kraj
192,55,54,54,184,66,66,66,Dolní Krupá,Mladá Boleslav,Středočeský kraj
289,103,103,101,279,115,115,112,Dolní Slivno,Mladá Boleslav,Středočeský kraj
0,0,0,0,228,85,85,84,Domousnice,Mladá Boleslav,Středočeský kraj
469,138,138,137,442,143,143,143,Horky nad Jizerou,Mladá Boleslav,Středočeský kraj
204,71,71,71,191,75,75,75,Horní Bukovina,Mladá Boleslav,Středočeský kraj
540,189,189,179,518,210,210,205,Hrdlořezy,Mladá Boleslav,Středočeský kraj
341,131,131,128,341,137,137,136,Chocnějovice,Mladá Boleslav,Středočeský kraj
994,298,298,294,983,279,279,277,Chotětov,Mladá Boleslav,Středočeský kraj
368,134,134,131,352,150,150,148,Jabkenice,Mladá Boleslav,Středočeský kraj
395,144,144,140,366,173,173,171,Jivina,Mladá Boleslav,Středočeský kraj
649,179,178,172,642,204,204,203,Katusice,Mladá Boleslav,Středočeský kraj
739,234,234,231,715,260,260,260,Klášter Hradiště nad Jizerou,Mladá Boleslav,Středočeský kraj
1673,598,595,586,1612,667,667,658,Kněžmost,Mladá Boleslav,Středočeský kraj
372,146,146,141,351,138,138,134,Kochánky,Mladá Boleslav,Středočeský kraj
377,126,126,125,386,178,178,173,Kosořice,Mladá Boleslav,Středočeský kraj
149,56,56,56,148,60,60,60,Krásná Ves,Mladá Boleslav,Středočeský kraj
415,147,147,146,474,177,177,176,Krnsko,Mladá Boleslav,Středočeský kraj
740,241,241,239,747,234,234,231,Kropáčova Vrutice,Mladá Boleslav,Středočeský kraj
310,117,116,115,304,147,147,143,Ledce,Mladá Boleslav,Středočeský kraj
118,23,23,23,122,37,37,37,Lhotky,Mladá Boleslav,Středočeský kraj
283,106,106,103,268,143,143,140,Loukovec,Mladá Boleslav,Středočeský kraj
823,203,203,200,1646,545,544,538,Luštěnice,Mladá Boleslav,Středočeský kraj
6754,2422,2414,2375,6822,2748,2747,2720,Mnichovo Hradiště,Mladá Boleslav,Středočeský kraj
158,76,76,75,148,79,79,77,Němčice,Mladá Boleslav,Středočeský kraj
0,0,0,0,323,145,145,144,Nepřevázka,Mladá Boleslav,Středočeský kraj
231,79,79,78,221,122,122,119,Nová Telib,Mladá Boleslav,Středočeský kraj
202,78,78,77,197,90,90,87,Obruby,Mladá Boleslav,Středočeský kraj
257,101,101,100,242,134,134,134,Petkovy,Mladá Boleslav,Středočeský kraj
771,235,235,233,695,296,296,290,Písková Lhota,Mladá Boleslav,Středočeský kraj
371,136,136,134,371,155,155,154,Plazy,Mladá Boleslav,Středočeský kraj
558,165,165,160,563,186,186,186,Předměřice nad Jizerou,Mladá Boleslav,Středočeský kraj
542,213,213,212,546,258,258,253,Řepov,Mladá Boleslav,Středočeský kraj
572,187,187,183,564,238,238,232,Semčice,Mladá Boleslav,Středočeský kraj
0,0,0,0,307,124,124,121,Skalsko,Mladá Boleslav,Středočeský kraj
623,189,189,189,568,216,216,215,Smilovice,Mladá Boleslav,Středočeský kraj
440,182,182,178,432,171,171,168,Sojovice,Mladá Boleslav,Středočeský kraj
238,87,87,87,235,116,116,115,Strašnov,Mladá Boleslav,Středočeský kraj
156,43,43,43,144,57,57,57,Strenice,Mladá Boleslav,Středočeský kraj
300,110,108,105,289,126,126,124,Sukorady,Mladá Boleslav,Středočeský kraj
324,105,105,105,312,115,115,115,Velké Všelisy,Mladá Boleslav,Středočeský kraj
560,161,161,157,557,194,194,193,Všejany,Mladá Boleslav,Středočeský kraj
1167,422,422,421,1106,459,459,456,Žďár,Mladá Boleslav,Středočeský kraj
328,99,99,96,333,132,132,131,Žerčice,Mladá Boleslav,Středočeský kraj
304,107,107,105,271,120,120,120,Židněves,Mladá Boleslav,Středočeský kraj
502,204,204,203,482,252,252,250,Skorkov,Mladá Boleslav,Středočeský kraj
247,82,82,78,236,114,114,108,Sovínky,Mladá Boleslav,Středočeský kraj
297,112,112,107,261,142,142,140,Lipník,Mladá Boleslav,Středočeský kraj
349,118,118,117,339,127,127,127,Vlkava,Mladá Boleslav,Středočeský kraj
203,59,59,59,190,62,62,62,Plužná,Mladá Boleslav,Středočeský kraj
224,81,81,80,238,133,133,132,Vinařice,Mladá Boleslav,Středočeský kraj
195,86,86,85,196,92,92,91,Rohatsko,Mladá Boleslav,Středočeský kraj
429,135,135,133,415,135,135,135,Mečeříž,Mladá Boleslav,Středočeský kraj
55,22,22,21,50,29,29,29,Rabakov,Mladá Boleslav,Středočeský kraj
75,29,29,29,69,31,31,31,Řitonice,Mladá Boleslav,Středočeský kraj
99,39,39,38,109,56,56,56,Veselice,Mladá Boleslav,Středočeský kraj
171,70,70,63,163,70,70,70,Hrušov,Mladá Boleslav,Středočeský kraj
95,47,47,47,89,56,56,56,Bílá Hlína,Mladá Boleslav,Středočeský kraj
278,106,106,104,243,101,101,101,Charvatce,Mladá Boleslav,Středočeský kraj
64,34,34,33,66,39,39,39,Mohelnice nad Jizerou,Mladá Boleslav,Středočeský kraj
77,39,39,38,83,36,36,36,Sudoměř,Mladá Boleslav,Středočeský kraj
271,106,106,105,268,110,110,108,Jizerní Vtelno,Mladá Boleslav,Středočeský kraj
170,53,53,52,165,58,58,58,Košátky,Mladá Boleslav,Středočeský kraj
71,21,21,21,74,15,15,15,Prodašice,Mladá Boleslav,Středočeský kraj
89,39,39,39,87,31,31,30,Ujkovice,Mladá Boleslav,Středočeský kraj
161,62,62,62,163,60,60,59,Loukov,Mladá Boleslav,Středočeský kraj
1008,395,390,387,928,525,525,520,Bradlec,Mladá Boleslav,Středočeský kraj
190,70,70,70,183,95,95,94,Dalovice,Mladá Boleslav,Středočeský kraj
314,136,136,136,3347,1525,1505,1490,Kosmonosy,Mladá Boleslav,Středočeský kraj
206,58,58,58,210,72,72,72,Vinec,Mladá Boleslav,Středočeský kraj
182,85,85,84,175,96,96,95,Obrubce,Mladá Boleslav,Středočeský kraj
92,45,45,44,95,60,60,59,Přepeře,Mladá Boleslav,Středočeský kraj
240,102,102,102,217,115,115,115,Dolní Stakory,Mladá Boleslav,Středočeský kraj
301,128,128,126,282,163,163,161,Kolomuty,Mladá Boleslav,Středočeský kraj
323,111,111,109,278,143,143,139,Tuřice,Mladá Boleslav,Středočeský kraj
110,42,42,40,109,55,55,54,Ctiměřice,Mladá Boleslav,Středočeský kraj
168,69,69,68,155,72,72,71,Pěčice,Mladá Boleslav,Středočeský kraj
